Date,Open,High,Low,Close,Adj Close,Volume,Weekday
05-16-2006,0.762835,0.768994,0.760688,0.767106,0.767106,0.0,1
05-17-2006,0.766871,0.772618,0.757576,0.759417,0.759417,0.0,2
05-18-2006,0.759417,0.767577,0.758725,0.764,0.764,0.0,3
05-19-2006,0.763884,0.764818,0.753012,0.757174,0.757174,0.0,4
05-22-2006,0.756888,0.756888,0.747105,0.753409,0.753409,0.0,0
05-23-2006,0.752672,0.759474,0.749513,0.750976,0.750976,0.0,1
05-24-2006,0.751315,0.755915,0.749906,0.753125,0.753125,0.0,2
05-25-2006,0.753182,0.762079,0.751484,0.760919,0.760919,0.0,3
05-26-2006,0.760803,0.760977,0.756201,0.758093,0.758093,0.0,4
05-29-2006,0.757518,0.759705,0.757404,0.759013,0.759013,0.0,0
05-30-2006,0.759186,0.764526,0.757289,0.761789,0.761789,0.0,1
05-31-2006,0.761905,0.764701,0.751597,0.752785,0.752785,0.0,2
06-01-2006,0.752672,0.753125,0.744713,0.747887,0.747887,0.0,3
06-02-2006,0.747664,0.752502,0.745379,0.751089,0.751089,0.0,4
06-05-2006,0.750582,0.754375,0.747328,0.748279,0.748279,0.0,0
06-06-2006,0.748223,0.748615,0.739645,0.7414,0.7414,0.0,1
06-07-2006,0.74129,0.743218,0.739481,0.742391,0.742391,0.0,2
06-08-2006,0.742391,0.746603,0.740796,0.742611,0.742611,0.0,3
06-09-2006,0.742501,0.750525,0.741785,0.750525,0.750525,0.0,4
06-12-2006,0.748223,0.749906,0.742391,0.742391,0.742391,0.0,0
06-13-2006,0.742721,0.74499,0.737083,0.737626,0.737626,0.0,1
06-14-2006,0.737409,0.740905,0.734916,0.73779,0.73779,0.0,2
06-15-2006,0.736974,0.742997,0.736703,0.742611,0.742611,0.0,3
06-16-2006,0.742446,0.744491,0.73779,0.739426,0.739426,0.0,4
06-19-2006,0.737517,0.73888,0.736214,0.736485,0.736485,0.0,0
06-20-2006,0.736594,0.740576,0.736377,0.737626,0.737626,0.0,1
06-21-2006,0.737626,0.740521,0.734484,0.738607,0.738607,0.0,2
06-22-2006,0.739098,0.741895,0.732601,0.733622,0.733622,0.0,3
06-23-2006,0.733783,0.735294,0.730834,0.732011,0.732011,0.0,4
06-26-2006,0.731315,0.733514,0.729607,0.732923,0.732923,0.0,0
06-27-2006,0.732977,0.735294,0.731689,0.731797,0.731797,0.0,1
06-28-2006,0.731904,0.732977,0.727696,0.729075,0.729075,0.0,2
06-29-2006,0.729022,0.740192,0.727696,0.739426,0.739426,0.0,3
06-30-2006,0.739317,0.745212,0.738825,0.742777,0.742777,0.0,4
07-03-2006,0.743108,0.74599,0.7414,0.742777,0.742777,0.0,0
07-04-2006,0.742887,0.747105,0.742501,0.743826,0.743826,0.0,1
07-05-2006,0.744103,0.747384,0.740302,0.741895,0.741895,0.0,2
07-06-2006,0.741895,0.747217,0.74118,0.745712,0.745712,0.0,3
07-07-2006,0.745879,0.752899,0.74549,0.751993,0.751993,0.0,4
07-10-2006,0.751484,0.752785,0.746324,0.747384,0.747384,0.0,0
07-11-2006,0.747328,0.753523,0.746993,0.752672,0.752672,0.0,1
07-12-2006,0.752445,0.755572,0.751428,0.752785,0.752785,0.0,2
07-13-2006,0.752672,0.756544,0.75188,0.753579,0.753579,0.0,3
07-14-2006,0.753523,0.754774,0.748615,0.754489,0.754489,0.0,4
07-17-2006,0.753579,0.753693,0.747217,0.747887,0.747887,0.0,0
07-18-2006,0.747887,0.753125,0.744768,0.746993,0.746993,0.0,1
07-19-2006,0.746882,0.751428,0.740905,0.750582,0.750582,0.0,2
07-20-2006,0.750413,0.753125,0.749288,0.750582,0.750582,0.0,3
07-21-2006,0.750807,0.755002,0.749344,0.754205,0.754205,0.0,4
07-24-2006,0.752106,0.755173,0.750582,0.753579,0.753579,0.0,0
07-25-2006,0.753523,0.756601,0.751993,0.753523,0.753523,0.0,1
07-26-2006,0.753523,0.762195,0.752899,0.760803,0.760803,0.0,2
07-27-2006,0.760572,0.766107,0.760514,0.762893,0.762893,0.0,3
07-28-2006,0.763009,0.768876,0.759936,0.766695,0.766695,0.0,4
07-31-2006,0.766518,0.767224,0.764818,0.765873,0.765873,0.0,0
08-01-2006,0.765873,0.766518,0.760225,0.764994,0.764994,0.0,1
08-02-2006,0.765111,0.768226,0.763709,0.764584,0.764584,0.0,2
08-03-2006,0.764701,0.765228,0.759417,0.761209,0.761209,0.0,3
08-04-2006,0.761209,0.767224,0.759301,0.76558,0.76558,0.0,4
08-07-2006,0.766284,0.766812,0.762079,0.763417,0.763417,0.0,0
08-08-2006,0.763301,0.764117,0.757289,0.75792,0.75792,0.0,1
08-09-2006,0.757691,0.766871,0.756773,0.765873,0.765873,0.0,2
08-10-2006,0.76599,0.771307,0.765873,0.768521,0.768521,0.0,3
08-11-2006,0.768817,0.770001,0.765404,0.766871,0.766871,0.0,4
08-14-2006,0.766401,0.768108,0.759301,0.759994,0.759994,0.0,0
08-15-2006,0.759878,0.765697,0.758898,0.765228,0.765228,0.0,1
08-16-2006,0.764994,0.770179,0.763068,0.768817,0.768817,0.0,2
08-17-2006,0.768699,0.768817,0.760398,0.761789,0.761789,0.0,3
08-18-2006,0.761789,0.762195,0.756716,0.760514,0.760514,0.0,4
08-21-2006,0.758898,0.764584,0.758438,0.762428,0.762428,0.0,0
08-22-2006,0.762079,0.763825,0.761325,0.762486,0.762486,0.0,1
08-23-2006,0.762486,0.766989,0.762021,0.762311,0.762311,0.0,2
08-24-2006,0.762428,0.764701,0.760225,0.761325,0.761325,0.0,3
08-25-2006,0.761383,0.761673,0.755401,0.75792,0.75792,0.0,4
08-28-2006,0.757289,0.759994,0.756716,0.75959,0.75959,0.0,0
08-29-2006,0.759417,0.764584,0.759186,0.763825,0.763825,0.0,1
08-30-2006,0.763884,0.765404,0.761673,0.764117,0.764117,0.0,2
08-31-2006,0.763825,0.764994,0.761383,0.763301,0.763301,0.0,3
