Date,Open,High,Low,Close,Adj Close,Volume,Weekday
12-01-2003,0.64119,0.643087,0.640985,0.644288,0.644288,0.0,0
12-02-2003,0.643791,0.643998,0.643418,0.646204,0.646204,0.0,1
12-03-2003,0.647417,0.649815,0.647207,0.649519,0.649519,0.0,2
12-04-2003,0.64512,0.647585,0.64512,0.645911,0.645911,0.0,3
12-05-2003,0.645411,0.645411,0.644081,0.64512,0.64512,0.0,4
12-08-2003,0.646705,0.647291,0.646705,0.647207,0.647207,0.0,0
12-09-2003,0.648298,0.648298,0.647794,0.648719,0.648719,0.0,1
12-10-2003,0.649014,0.649393,0.648593,0.648593,0.648593,0.0,2
12-11-2003,0.648887,0.648887,0.644995,0.644995,0.644995,0.0,3
12-12-2003,0.648719,0.649309,0.648508,0.648803,0.648803,0.0,4
12-15-2003,0.646914,0.647417,0.646914,0.647417,0.647417,0.0,0
12-16-2003,0.649519,0.652614,0.649182,0.650618,0.650618,0.0,1
12-17-2003,0.653808,0.653808,0.647585,0.648088,0.648088,0.0,2
12-18-2003,0.649014,0.65028,0.645786,0.645786,0.645786,0.0,3
12-19-2003,0.64771,0.648382,0.644205,0.644205,0.644205,0.0,4
12-22-2003,0.64288,0.643294,0.642385,0.64119,0.64119,0.0,0
12-23-2003,0.641807,0.643583,0.64041,0.64189,0.64189,0.0,1
12-24-2003,,,,,,,2
12-25-2003,,,,,,,3
12-26-2003,,,,,,,4
12-29-2003,0.649182,0.649815,0.648803,0.649815,0.649815,0.0,0
12-30-2003,0.653979,0.654407,0.652614,0.654407,0.654407,0.0,1
12-31-2003,,,,,,,2
01-01-2004,,,,,,,3
01-02-2004,0.655093,0.657592,0.655093,0.657592,0.657592,0.0,4
01-05-2004,0.668405,0.669882,0.667601,0.671096,0.671096,0.0,0
01-06-2004,0.671186,0.6749,0.671186,0.670691,0.670691,0.0,1
01-07-2004,0.670691,0.673401,0.669299,0.672405,0.672405,0.0,2
01-08-2004,0.671501,0.674218,0.671186,0.67769,0.67769,0.0,3
01-09-2004,0.680318,0.681106,0.679717,0.680504,0.680504,0.0,4
01-12-2004,0.683013,0.683807,0.681106,0.68348,0.68348,0.0,0
01-13-2004,0.684978,0.686577,0.684182,0.684978,0.684978,0.0,1
01-14-2004,0.68171,0.683807,0.681106,0.683387,0.683387,0.0,2
01-15-2004,0.678196,0.678196,0.676819,0.6739,0.6739,0.0,3
01-16-2004,0.671817,0.671817,0.669613,0.669613,0.669613,0.0,4
01-19-2004,0.658285,0.658588,0.658285,0.653894,0.653894,0.0,0
01-20-2004,0.657981,0.666978,0.656599,0.668092,0.668092,0.0,1
01-21-2004,0.669389,0.673219,0.669389,0.672585,0.672585,0.0,2
01-22-2004,0.672902,0.677782,0.672902,0.677094,0.677094,0.0,3
01-23-2004,0.677094,0.678104,0.676178,0.676178,0.676178,0.0,4
01-26-2004,0.672993,0.676178,0.672812,0.675813,0.675813,0.0,0
01-27-2004,0.670691,0.6739,0.670107,0.678979,0.678979,0.0,1
01-28-2004,0.677599,0.677599,0.675813,0.676682,0.676682,0.0,2
01-29-2004,0.676407,0.676407,0.670601,0.669792,0.669792,0.0,3
01-30-2004,0.668003,0.671006,0.664717,0.670601,0.670601,0.0,4
02-02-2004,0.672314,0.676407,0.672314,0.672495,0.672495,0.0,0
02-03-2004,0.682594,0.68292,0.67838,0.679995,0.679995,0.0,1
02-04-2004,0.679995,0.68292,0.67838,0.68292,0.68292,0.0,2
02-05-2004,0.680782,0.682501,0.680782,0.690417,0.690417,0.0,3
02-06-2004,0.687191,0.691515,0.685918,0.691515,0.691515,0.0,4
02-09-2004,0.695991,0.696379,0.693722,0.696379,0.696379,0.0,0
02-10-2004,0.69891,0.700378,0.698324,0.698812,0.698812,0.0,1
02-11-2004,0.695991,0.696913,0.693385,0.696913,0.696913,0.0,2
02-12-2004,0.699399,0.699888,0.697399,0.69891,0.69891,0.0,3
02-13-2004,0.704176,0.70502,0.703284,0.70492,0.70492,0.0,4
02-16-2004,0.703383,0.705617,0.703383,0.708015,0.708015,0.0,0
02-17-2004,0.706814,0.707914,0.706814,0.707914,0.707914,0.0,1
02-18-2004,0.709019,0.709019,0.705916,0.705517,0.705517,0.0,2
02-19-2004,0.701705,0.702593,0.699594,0.703383,0.703383,0.0,3
02-20-2004,0.69541,0.697983,0.6879,0.6879,0.6879,0.0,4
02-23-2004,0.683293,0.686813,0.68278,0.68278,0.68278,0.0,0
02-24-2004,0.680596,0.687994,0.680596,0.688705,0.688705,0.0,1
02-25-2004,0.691994,0.694782,0.690417,0.691802,0.691802,0.0,2
02-26-2004,0.690799,0.691515,0.685777,0.685918,0.685918,0.0,3
02-27-2004,0.68362,0.683995,0.682594,0.68362,0.68362,0.0,4
03-01-2004,0.694589,0.694589,0.689417,0.689703,0.689703,0.0,0
03-02-2004,0.692089,0.692089,0.6888,0.684416,0.684416,0.0,1
03-03-2004,0.671321,0.672585,0.665203,0.662296,0.662296,0.0,2
03-04-2004,0.671682,0.673809,0.668717,0.669792,0.669792,0.0,3
03-05-2004,0.670196,0.675721,0.669478,0.675721,0.675721,0.0,4
03-08-2004,0.674309,0.676682,0.6739,0.675904,0.675904,0.0,0
03-09-2004,0.681013,0.682314,0.68018,0.68018,0.68018,0.0,1
03-10-2004,0.681013,0.682314,0.668405,0.660589,0.660589,0.0,2
03-11-2004,0.659109,0.659109,0.644621,0.645494,0.645494,0.0,3
03-12-2004,0.640205,0.646496,0.640205,0.643915,0.643915,0.0,4
03-15-2004,0.644912,0.646287,0.642013,0.642715,0.642715,0.0,0
03-16-2004,0.648719,0.652316,0.648719,0.652316,0.652316,0.0,1
03-17-2004,0.654279,0.654279,0.65028,0.650915,0.650915,0.0,2
03-18-2004,0.65368,0.657808,0.650915,0.657678,0.657678,0.0,3
03-19-2004,0.656211,0.657895,0.655308,0.656599,0.656599,0.0,4
03-22-2004,0.657808,0.66212,0.657203,0.661989,0.661989,0.0,0
03-23-2004,0.661113,0.661113,0.659413,0.660415,0.660415,0.0,1
03-24-2004,0.657808,0.657808,0.652103,0.655179,0.655179,0.0,2
03-25-2004,0.653381,0.653381,0.646287,0.648214,0.648214,0.0,3
03-26-2004,0.643915,0.650195,0.643915,0.649815,0.649815,0.0,4
03-29-2004,0.648719,0.650491,0.648088,0.651084,0.651084,0.0,0
03-30-2004,0.654879,0.658805,0.653509,0.657289,0.657289,0.0,1
03-31-2004,0.661813,0.667601,0.661813,0.666711,0.666711,0.0,2
04-01-2004,0.664408,0.667512,0.663306,0.667512,0.667512,0.0,3
04-02-2004,0.666978,0.667111,0.657419,0.659413,0.659413,0.0,4
04-05-2004,0.65591,0.655996,0.650787,0.650195,0.650195,0.0,0
04-06-2004,0.648803,0.658892,0.648803,0.656383,0.656383,0.0,1
04-07-2004,0.654493,0.661989,0.65368,0.661989,0.661989,0.0,2
04-08-2004,0.662296,0.662296,0.656814,0.658588,0.658588,0.0,3
04-09-2004,,,,,,,4
04-12-2004,,,,,,,0
04-13-2004,0.664011,0.664011,0.654879,0.654579,0.654579,0.0,1
04-14-2004,0.644413,0.645911,0.631114,0.634598,0.634598,0.0,2
04-15-2004,0.637308,0.637796,0.634518,0.636416,0.636416,0.0,3
04-16-2004,0.640615,0.64189,0.636699,0.64189,0.64189,0.0,4
04-19-2004,0.642797,0.648508,0.642591,0.644081,0.644081,0.0,0
04-20-2004,0.640615,0.640615,0.634317,0.634397,0.634397,0.0,1
04-21-2004,0.625313,0.627786,0.621118,0.626409,0.626409,0.0,2
04-22-2004,0.621388,0.626292,0.621195,0.624883,0.624883,0.0,3
04-23-2004,0.631512,0.631991,0.624688,0.625508,0.625508,0.0,4
04-26-2004,0.626488,0.630318,0.626096,0.629485,0.629485,0.0,0
04-27-2004,0.630001,0.631792,0.626213,0.629882,0.629882,0.0,1
04-28-2004,0.628614,0.630001,0.622084,0.622084,0.622084,0.0,2
04-29-2004,0.618582,0.623791,0.615915,0.620117,0.620117,0.0,3
04-30-2004,0.623714,0.626999,0.621813,0.624805,0.624805,0.0,4
05-03-2004,0.627195,0.627195,0.625195,0.6259,0.6259,0.0,0
05-04-2004,0.625587,0.633192,0.625587,0.632991,0.632991,0.0,1
05-05-2004,0.633593,0.636092,0.632911,0.636092,0.636092,0.0,2
05-06-2004,0.633192,0.635203,0.632511,0.632791,0.632791,0.0,3
05-07-2004,0.627392,0.630517,0.61931,0.61931,0.61931,0.0,4
05-10-2004,0.61121,0.611284,0.602809,0.6031,0.6031,0.0,0
05-11-2004,0.605694,0.608606,0.602991,0.603282,0.603282,0.0,1
05-12-2004,0.611995,0.614515,0.610016,0.610911,0.610911,0.0,2
05-13-2004,0.605583,0.608014,0.599305,0.602011,0.602011,0.0,3
05-14-2004,0.600998,0.60529,0.5973,0.6027,0.6027,0.0,4
05-17-2004,0.606208,0.607792,0.603792,0.604997,0.604997,0.0,0
05-18-2004,0.596587,0.604011,0.596587,0.600312,0.600312,0.0,1
05-19-2004,0.606907,0.609905,0.606907,0.608495,0.608495,0.0,2
05-20-2004,,,,,,,3
05-21-2004,0.610314,0.61459,0.610314,0.612407,0.612407,0.0,4
05-24-2004,0.608717,0.611396,0.608717,0.608606,0.608606,0.0,0
05-25-2004,0.610612,0.616789,0.610612,0.617284,0.617284,0.0,1
05-26-2004,0.619387,0.622394,0.619387,0.619387,0.619387,0.0,2
05-27-2004,0.627117,0.63589,0.627117,0.633995,0.633995,0.0,3
05-28-2004,0.634397,0.634397,0.628891,0.629802,0.629802,0.0,4
05-31-2004,,,,,,,0
06-01-2004,0.636699,0.637511,0.632391,0.629406,0.629406,0.0,1
06-02-2004,0.630994,0.630994,0.623986,0.623286,0.623286,0.0,2
06-03-2004,0.622781,0.626017,0.620809,0.61931,0.61931,0.0,3
06-04-2004,0.623092,0.623791,0.61931,0.621118,0.621118,0.0,4
06-07-2004,0.62822,0.630597,0.626802,0.63012,0.63012,0.0,0
06-08-2004,0.632111,0.633714,0.626802,0.627589,0.627589,0.0,1
06-09-2004,0.625195,0.626096,0.620001,0.620001,0.620001,0.0,2
